mesa_number;tipo_ubicacion;circunscripcion_electoral;departamento;provincia;distrito;teh
866209;NACIONAL;HUANUCO;AREQUIPA;CONDESUYOS;IRAY;300
609598;NACIONAL;CUSCO;AREQUIPA;CONDESUYOS;IRAY;300
678775;NACIONAL;HUANCAVELICA;AREQUIPA;CONDESUYOS;IRAY;300
267899;NACIONAL;HUANUCO;AREQUIPA;CONDESUYOS;RIO GRANDE;300
790722;NACIONAL;ICA;AREQUIPA;CONDESUYOS;RIO GRANDE;300
846846;NACIONAL;HUANUCO;AREQUIPA;CONDESUYOS;SALAMANCA;300
118777;NACIONAL;HUANCAVELICA;AREQUIPA;CONDESUYOS;SALAMANCA;300
424693;NACIONAL;JUNIN;AREQUIPA;CONDESUYOS;SALAMANCA;300
480151;NACIONAL;CAJAMARCA;AREQUIPA;CONDESUYOS;SALAMANCA;300
286015;NACIONAL;CUSCO;AREQUIPA;CONDESUYOS;YANAQUIHUA;300
669243;NACIONAL;MADRE DE DIOS;AREQUIPA;CONDESUYOS;YANAQUIHUA;300
251516;NACIONAL;MOQUEGUA;AREQUIPA;CONDESUYOS;YANAQUIHUA;300
969360;NACIONAL;PIURA;AREQUIPA;CONDESUYOS;YANAQUIHUA;300
397262;NACIONAL;PIURA;AREQUIPA;ISLAY;MOLLENDO;300
600193;NACIONAL;SAN MARTIN;AREQUIPA;ISLAY;MOLLENDO;300
159281;NACIONAL;JUNIN;AREQUIPA;ISLAY;COCACHACRA;300
341496;NACIONAL;SAN MARTIN;AREQUIPA;ISLAY;COCACHACRA;300
445079;NACIONAL;ICA;AREQUIPA;ISLAY;COCACHACRA;300
760536;NACIONAL;MADRE DE DIOS;AREQUIPA;ISLAY;COCACHACRA;300
760815;NACIONAL;APURIMAC;AREQUIPA;ISLAY;COCACHACRA;300
805266;NACIONAL;JUNIN;AREQUIPA;ISLAY;COCACHACRA;300
384133;NACIONAL;MADRE DE DIOS;AREQUIPA;ISLAY;DEAN VALDIVIA;300
707868;NACIONAL;PIURA;AREQUIPA;ISLAY;DEAN VALDIVIA;300
443068;NACIONAL;ANCASH;AREQUIPA;ISLAY;DEAN VALDIVIA;300
107333;NACIONAL;AMAZONAS;AREQUIPA;ISLAY;DEAN VALDIVIA;300
789102;NACIONAL;HUANCAVELICA;AREQUIPA;ISLAY;ISLAY;300
958245;NACIONAL;TACNA;AREQUIPA;ISLAY;ISLAY;300
933860;NACIONAL;AYACUCHO;AREQUIPA;ISLAY;ISLAY;300
610819;NACIONAL;MADRE DE DIOS;AREQUIPA;ISLAY;ISLAY;300
143901;NACIONAL;LIMA PROVINCIAS;AREQUIPA;ISLAY;ISLAY;300
985050;NACIONAL;LIMA PROVINCIAS;AREQUIPA;ISLAY;ISLAY;300
413297;NACIONAL;AYACUCHO;AREQUIPA;ISLAY;MEJIA;300
483799;NACIONAL;LA LIBERTAD;AREQUIPA;ISLAY;MEJIA;300
525384;NACIONAL;AYACUCHO;AREQUIPA;ISLAY;MEJIA;300
661432;NACIONAL;AREQUIPA;AREQUIPA;ISLAY;MEJIA;300
380995;NACIONAL;AMAZONAS;AREQUIPA;ISLAY;MEJIA;300
893481;NACIONAL;MOQUEGUA;AREQUIPA;ISLAY;MEJIA;300
216054;NACIONAL;HUANUCO;AREQUIPA;ISLAY;MEJIA;300
993105;NACIONAL;LA LIBERTAD;AREQUIPA;ISLAY;PUNTA DE BOMBON;300
707196;NACIONAL;CAJAMARCA;AREQUIPA;LA UNION;COTAHUASI;300
120693;NACIONAL;UCAYALI;AREQUIPA;LA UNION;COTAHUASI;300
910009;NACIONAL;PIURA;AREQUIPA;LA UNION;ALCA;300
526479;NACIONAL;AREQUIPA;AREQUIPA;LA UNION;ALCA;300
243400;NACIONAL;ANCASH;AREQUIPA;LA UNION;ALCA;300
836130;NACIONAL;TUMBES;AREQUIPA;LA UNION;ALCA;300
290857;NACIONAL;HUANCAVELICA;AREQUIPA;LA UNION;ALCA;300
643460;NACIONAL;UCAYALI;AREQUIPA;LA UNION;CHARCANA;300
173605;NACIONAL;LAMBAYEQUE;AREQUIPA;LA UNION;HUAYNACOTAS;300
701600;NACIONAL;PIURA;AREQUIPA;LA UNION;HUAYNACOTAS;300
947601;NACIONAL;ANCASH;AREQUIPA;LA UNION;HUAYNACOTAS;300
416130;NACIONAL;AREQUIPA;AREQUIPA;LA UNION;HUAYNACOTAS;300
433577;NACIONAL;TUMBES;AREQUIPA;LA UNION;HUAYNACOTAS;300
638700;NACIONAL;HUANUCO;AREQUIPA;LA UNION;HUAYNACOTAS;300
206896;NACIONAL;ANCASH;AREQUIPA;LA UNION;HUAYNACOTAS;300
747449;NACIONAL;ICA;AREQUIPA;LA UNION;PAMPAMARCA;300
108127;NACIONAL;LIMA PROVINCIAS;AREQUIPA;LA UNION;PAMPAMARCA;300
536677;NACIONAL;APURIMAC;AREQUIPA;LA UNION;PAMPAMARCA;300
136455;NACIONAL;LA LIBERTAD;AREQUIPA;LA UNION;PAMPAMARCA;300
515496;NACIONAL;UCAYALI;AREQUIPA;LA UNION;PAMPAMARCA;300
462293;NACIONAL;SAN MARTIN;AREQUIPA;LA UNION;PAMPAMARCA;300
833440;NACIONAL;LIMA METROPOLITANA;AREQUIPA;LA UNION;PAMPAMARCA;300
994314;NACIONAL;LAMBAYEQUE;AREQUIPA;LA UNION;PUYCA;300
750992;NACIONAL;HUANCAVELICA;AREQUIPA;LA UNION;PUYCA;300
750580;NACIONAL;PASCO;AREQUIPA;LA UNION;PUYCA;300
804971;NACIONAL;CALLAO;AREQUIPA;LA UNION;PUYCA;300
283666;NACIONAL;PIURA;AREQUIPA;LA UNION;QUECHUALLA;300
589011;NACIONAL;CAJAMARCA;AREQUIPA;LA UNION;QUECHUALLA;300
594856;NACIONAL;LIMA METROPOLITANA;AREQUIPA;LA UNION;SAYLA;300
905954;NACIONAL;PUNO;AREQUIPA;LA UNION;SAYLA;300
198318;NACIONAL;ANCASH;AREQUIPA;LA UNION;SAYLA;300
976271;NACIONAL;CAJAMARCA;AREQUIPA;LA UNION;SAYLA;300
730424;NACIONAL;HUANUCO;AREQUIPA;LA UNION;SAYLA;300
549399;NACIONAL;PIURA;AREQUIPA;LA UNION;SAYLA;300
923436;NACIONAL;CUSCO;AREQUIPA;LA UNION;SAYLA;300
690031;NACIONAL;MADRE DE DIOS;AREQUIPA;LA UNION;TAURIA;300
601867;NACIONAL;SAN MARTIN;AREQUIPA;LA UNION;TAURIA;300
976753;NACIONAL;TUMBES;AREQUIPA;LA UNION;TOMEPAMPA;300
184482;NACIONAL;AREQUIPA;AREQUIPA;LA UNION;TOMEPAMPA;300
631380;NACIONAL;CUSCO;AREQUIPA;LA UNION;TOMEPAMPA;300
388717;NACIONAL;HUANCAVELICA;AREQUIPA;LA UNION;TOMEPAMPA;300
985500;NACIONAL;CALLAO;AREQUIPA;LA UNION;TORO;300
362300;NACIONAL;SAN MARTIN;AYACUCHO;HUAMANGA;AYACUCHO;300
407049;NACIONAL;TACNA;AYACUCHO;HUAMANGA;AYACUCHO;300
383675;NACIONAL;PUNO;AYACUCHO;HUAMANGA;AYACUCHO;300
613472;NACIONAL;LIMA PROVINCIAS;AYACUCHO;HUAMANGA;AYACUCHO;300
840526;NACIONAL;JUNIN;AYACUCHO;HUAMANGA;AYACUCHO;300
770751;NACIONAL;MADRE DE DIOS;AYACUCHO;HUAMANGA;AYACUCHO;300
416232;NACIONAL;APURIMAC;AYACUCHO;HUAMANGA;AYACUCHO;300
524166;NACIONAL;TACNA;AYACUCHO;HUAMANGA;ACOCRO;300
758438;NACIONAL;TUMBES;AYACUCHO;HUAMANGA;ACOCRO;300
988976;NACIONAL;PASCO;AYACUCHO;HUAMANGA;ACOS VINCHOS;300
767962;NACIONAL;AMAZONAS;AYACUCHO;HUAMANGA;ACOS VINCHOS;300
950029;NACIONAL;LIMA PROVINCIAS;AYACUCHO;HUAMANGA;ACOS VINCHOS;300
984269;NACIONAL;LA LIBERTAD;AYACUCHO;HUAMANGA;CARMEN ALTO;300
947848;NACIONAL;TUMBES;AYACUCHO;HUAMANGA;CARMEN ALTO;300
987190;NACIONAL;PASCO;AYACUCHO;HUAMANGA;CARMEN ALTO;300
558215;NACIONAL;MADRE DE DIOS;AYACUCHO;HUAMANGA;CARMEN ALTO;300
426729;NACIONAL;PIURA;AYACUCHO;HUAMANGA;CHIARA;300
355078;NACIONAL;CALLAO;AYACUCHO;HUAMANGA;CHIARA;300
344708;NACIONAL;MADRE DE DIOS;AYACUCHO;HUAMANGA;CHIARA;300
501014;NACIONAL;ICA;AYACUCHO;HUAMANGA;CHIARA;300
303794;NACIONAL;AREQUIPA;AYACUCHO;HUAMANGA;CHIARA;300
959476;NACIONAL;TACNA;AYACUCHO;HUAMANGA;OCROS;300
990551;NACIONAL;AMAZONAS;AYACUCHO;HUAMANGA;OCROS;300
637607;NACIONAL;TUMBES;AYACUCHO;HUAMANGA;OCROS;300
586175;NACIONAL;AREQUIPA;AYACUCHO;HUAMANGA;OCROS;300
850226;NACIONAL;HUANCAVELICA;AYACUCHO;HUAMANGA;OCROS;300
742286;NACIONAL;CALLAO;AYACUCHO;HUAMANGA;OCROS;300
462686;NACIONAL;PIURA;AYACUCHO;HUAMANGA;OCROS;300
955330;NACIONAL;AYACUCHO;AYACUCHO;HUAMANGA;PACAYCASA;300
193244;NACIONAL;AREQUIPA;AYACUCHO;HUAMANGA;QUINUA;300
659298;NACIONAL;CAJAMARCA;AYACUCHO;HUAMANGA;SAN JOSE DE TICLLAS;300
234729;NACIONAL;LAMBAYEQUE;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;300
803233;NACIONAL;PASCO;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;300
259257;NACIONAL;PASCO;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;300
278066;NACIONAL;AREQUIPA;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;300
797308;NACIONAL;MADRE DE DIOS;AYACUCHO;HUAMANGA;SANTIAGO DE PISCHA;300
682486;NACIONAL;PUNO;AYACUCHO;HUAMANGA;SANTIAGO DE PISCHA;300
573701;NACIONAL;MOQUEGUA;AYACUCHO;HUAMANGA;SANTIAGO DE PISCHA;300
962003;NACIONAL;MOQUEGUA;AYACUCHO;HUAMANGA;SANTIAGO DE PISCHA;300
625422;NACIONAL;LORETO;AYACUCHO;HUAMANGA;SOCOS;300
211066;NACIONAL;LA LIBERTAD;AYACUCHO;HUAMANGA;SOCOS;300
186651;NACIONAL;APURIMAC;AYACUCHO;HUAMANGA;SOCOS;300
114519;NACIONAL;LIMA PROVINCIAS;AYACUCHO;HUAMANGA;SOCOS;300
660334;NACIONAL;HUANCAVELICA;AYACUCHO;HUAMANGA;SOCOS;300
532351;NACIONAL;LAMBAYEQUE;AYACUCHO;HUAMANGA;SOCOS;300
870873;NACIONAL;LIMA METROPOLITANA;AYACUCHO;HUAMANGA;TAMBILLO;300
142923;NACIONAL;HUANUCO;AYACUCHO;HUAMANGA;TAMBILLO;300
591941;NACIONAL;AYACUCHO;AYACUCHO;HUAMANGA;VINCHOS;300
138170;NACIONAL;ANCASH;AYACUCHO;HUAMANGA;VINCHOS;300
522683;NACIONAL;AMAZONAS;AYACUCHO;HUAMANGA;VINCHOS;300
240918;NACIONAL;PUNO;AYACUCHO;HUAMANGA;VINCHOS;300
926788;NACIONAL;HUANCAVELICA;AYACUCHO;HUAMANGA;VINCHOS;300
984232;NACIONAL;HUANUCO;AYACUCHO;HUAMANGA;VINCHOS;300
607646;NACIONAL;CALLAO;AYACUCHO;HUAMANGA;JESUS NAZARENO;300
183127;NACIONAL;UCAYALI;AYACUCHO;HUAMANGA;JESUS NAZARENO;300
638005;NACIONAL;ICA;AYACUCHO;HUAMANGA;JESUS NAZARENO;300
797379;NACIONAL;APURIMAC;AYACUCHO;HUAMANGA;JESUS NAZARENO;300
257179;NACIONAL;LORETO;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;300
398103;NACIONAL;APURIMAC;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;300
195348;NACIONAL;AYACUCHO;AYACUCHO;CANGALLO;CANGALLO;300
380889;NACIONAL;PUNO;AYACUCHO;CANGALLO;CANGALLO;300
386275;NACIONAL;PASCO;AYACUCHO;CANGALLO;CANGALLO;300
730835;NACIONAL;AYACUCHO;AYACUCHO;CANGALLO;CHUSCHI;300
552710;NACIONAL;PUNO;AYACUCHO;CANGALLO;CHUSCHI;300
480233;NACIONAL;LIMA METROPOLITANA;AYACUCHO;CANGALLO;CHUSCHI;300
170389;NACIONAL;MADRE DE DIOS;AYACUCHO;CANGALLO;CHUSCHI;300
241507;NACIONAL;ANCASH;AYACUCHO;CANGALLO;CHUSCHI;300
458981;NACIONAL;LIMA PROVINCIAS;AYACUCHO;CANGALLO;LOS MOROCHUCOS;300
171368;NACIONAL;ANCASH;AYACUCHO;CANGALLO;LOS MOROCHUCOS;300
361698;NACIONAL;HUANUCO;AYACUCHO;CANGALLO;MARIA PARADO DE BELLIDO;300
570042;NACIONAL;CUSCO;AYACUCHO;CANGALLO;MARIA PARADO DE BELLIDO;300
712461;NACIONAL;UCAYALI;AYACUCHO;CANGALLO;MARIA PARADO DE BELLIDO;300
134143;NACIONAL;APURIMAC;AYACUCHO;CANGALLO;MARIA PARADO DE BELLIDO;300
486010;NACIONAL;UCAYALI;AYACUCHO;CANGALLO;MARIA PARADO DE BELLIDO;300
394883;NACIONAL;LORETO;AYACUCHO;CANGALLO;MARIA PARADO DE BELLIDO;300
650168;NACIONAL;MADRE DE DIOS;AYACUCHO;CANGALLO;MARIA PARADO DE BELLIDO;300
899761;NACIONAL;UCAYALI;AYACUCHO;CANGALLO;PARAS;300
406015;NACIONAL;HUANUCO;AYACUCHO;CANGALLO;PARAS;300
847741;NACIONAL;JUNIN;AYACUCHO;CANGALLO;TOTOS;300
251447;NACIONAL;LIMA PROVINCIAS;AYACUCHO;CANGALLO;TOTOS;300
496243;NACIONAL;UCAYALI;AYACUCHO;CANGALLO;TOTOS;300
680116;NACIONAL;HUANCAVELICA;AYACUCHO;CANGALLO;TOTOS;300
516654;NACIONAL;TUMBES;AYACUCHO;CANGALLO;TOTOS;300
287357;NACIONAL;JUNIN;AYACUCHO;CANGALLO;TOTOS;300
675158;NACIONAL;JUNIN;AYACUCHO;HUANCA SANCOS;SANCOS;300
289196;NACIONAL;CALLAO;AYACUCHO;HUANCA SANCOS;SANCOS;300
436859;NACIONAL;CUSCO;AYACUCHO;HUANCA SANCOS;SANCOS;300
806118;NACIONAL;HUANUCO;AYACUCHO;HUANCA SANCOS;SANCOS;300
995788;NACIONAL;AMAZONAS;AYACUCHO;HUANCA SANCOS;CARAPO;300
327724;NACIONAL;MOQUEGUA;AYACUCHO;HUANCA SANCOS;CARAPO;300
537236;NACIONAL;HUANCAVELICA;AYACUCHO;HUANCA SANCOS;CARAPO;300
625639;NACIONAL;LA LIBERTAD;AYACUCHO;HUANCA SANCOS;SACSAMARCA;300
233329;NACIONAL;TACNA;AYACUCHO;HUANCA SANCOS;SACSAMARCA;300
432263;NACIONAL;ICA;AYACUCHO;HUANCA SANCOS;SACSAMARCA;300
786690;NACIONAL;HUANCAVELICA;AYACUCHO;HUANCA SANCOS;SACSAMARCA;300
324067;NACIONAL;TACNA;AYACUCHO;HUANCA SANCOS;SACSAMARCA;300
159422;NACIONAL;AREQUIPA;AYACUCHO;HUANCA SANCOS;SACSAMARCA;300
986653;NACIONAL;LIMA METROPOLITANA;AYACUCHO;HUANCA SANCOS;SACSAMARCA;300
631781;NACIONAL;AMAZONAS;AYACUCHO;HUANCA SANCOS;SANTIAGO DE LUCANAMARCA;300
757425;NACIONAL;CUSCO;AYACUCHO;HUANTA;HUANTA;300
769794;NACIONAL;TUMBES;AYACUCHO;HUANTA;HUANTA;300
176706;NACIONAL;LAMBAYEQUE;AYACUCHO;HUANTA;HUANTA;300
767873;NACIONAL;CALLAO;AYACUCHO;HUANTA;HUANTA;300
967076;NACIONAL;LA LIBERTAD;AYACUCHO;HUANTA;HUANTA;300
271678;NACIONAL;LORETO;AYACUCHO;HUANTA;HUANTA;300
303712;NACIONAL;LIMA PROVINCIAS;AYACUCHO;HUANTA;HUANTA;300
168594;NACIONAL;AREQUIPA;AYACUCHO;HUANTA;AYAHUANCO;300
590007;NACIONAL;HUANUCO;AYACUCHO;HUANTA;HUAMANGUILLA;300
997698;NACIONAL;ANCASH;AYACUCHO;HUANTA;HUAMANGUILLA;300
973189;NACIONAL;HUANCAVELICA;AYACUCHO;HUANTA;HUAMANGUILLA;300
801116;NACIONAL;LAMBAYEQUE;AYACUCHO;HUANTA;HUAMANGUILLA;300
982586;NACIONAL;CAJAMARCA;AYACUCHO;HUANTA;HUAMANGUILLA;300
922602;NACIONAL;ANCASH;AYACUCHO;HUANTA;HUAMANGUILLA;300
381270;NACIONAL;HUANUCO;AYACUCHO;HUANTA;IGUAIN;300
178187;NACIONAL;LORETO;AYACUCHO;HUANTA;IGUAIN;300
484269;NACIONAL;MOQUEGUA;AYACUCHO;HUANTA;IGUAIN;300
276604;NACIONAL;CUSCO;AYACUCHO;HUANTA;IGUAIN;300
209071;NACIONAL;APURIMAC;AYACUCHO;HUANTA;IGUAIN;300
734280;NACIONAL;LORETO;AYACUCHO;HUANTA;IGUAIN;300
873393;NACIONAL;CAJAMARCA;AYACUCHO;HUANTA;IGUAIN;300
447452;NACIONAL;SAN MARTIN;AYACUCHO;HUANTA;LURICOCHA;300
895362;NACIONAL;UCAYALI;AYACUCHO;HUANTA;LURICOCHA;300
476460;NACIONAL;AREQUIPA;AYACUCHO;HUANTA;LURICOCHA;300
850392;NACIONAL;CUSCO;AYACUCHO;HUANTA;LURICOCHA;300
352435;NACIONAL;LAMBAYEQUE;AYACUCHO;HUANTA;SANTILLANA;300
115637;NACIONAL;LA LIBERTAD;AYACUCHO;HUANTA;SANTILLANA;300
552083;NACIONAL;PASCO;AYACUCHO;HUANTA;SANTILLANA;300
866326;NACIONAL;CALLAO;AYACUCHO;HUANTA;SANTILLANA;300
780402;NACIONAL;LA LIBERTAD;AYACUCHO;HUANTA;SANTILLANA;300
912141;NACIONAL;ICA;AYACUCHO;HUANTA;SANTILLANA;300
141564;NACIONAL;SAN MARTIN;AYACUCHO;HUANTA;SANTILLANA;300
719312;NACIONAL;PASCO;AYACUCHO;HUANTA;SIVIA;300
904129;NACIONAL;TUMBES;AYACUCHO;HUANTA;SIVIA;300
257838;NACIONAL;TUMBES;AYACUCHO;HUANTA;SIVIA;300
536870;NACIONAL;PUNO;AYACUCHO;HUANTA;SIVIA;300
570038;NACIONAL;MADRE DE DIOS;AYACUCHO;HUANTA;SIVIA;300
712836;NACIONAL;AMAZONAS;AYACUCHO;HUANTA;SIVIA;300
834757;NACIONAL;ICA;AYACUCHO;HUANTA;LLOCHEGUA;300
851819;NACIONAL;UCAYALI;AYACUCHO;HUANTA;LLOCHEGUA;300
454747;NACIONAL;AYACUCHO;AYACUCHO;HUANTA;CANAYRE;300
228041;NACIONAL;MADRE DE DIOS;AYACUCHO;HUANTA;CANAYRE;300
826154;NACIONAL;SAN MARTIN;AYACUCHO;HUANTA;UCHURACCAY;300
326647;NACIONAL;LIMA PROVINCIAS;AYACUCHO;HUANTA;UCHURACCAY;300
753711;NACIONAL;HUANCAVELICA;AYACUCHO;HUANTA;UCHURACCAY;300
884586;NACIONAL;APURIMAC;AYACUCHO;HUANTA;UCHURACCAY;300
742529;NACIONAL;HUANCAVELICA;AYACUCHO;HUANTA;UCHURACCAY;300
702462;NACIONAL;PIURA;AYACUCHO;HUANTA;UCHURACCAY;300
279871;NACIONAL;ICA;AYACUCHO;HUANTA;UCHURACCAY;300
432164;NACIONAL;HUANCAVELICA;AYACUCHO;HUANTA;PUCACOLPA;300
449695;NACIONAL;MOQUEGUA;AYACUCHO;HUANTA;PUCACOLPA;300
307270;NACIONAL;PASCO;AYACUCHO;HUANTA;PUCACOLPA;300
345843;NACIONAL;MOQUEGUA;AYACUCHO;HUANTA;PUCACOLPA;300
910399;NACIONAL;ANCASH;AYACUCHO;HUANTA;CHACA;300
204022;NACIONAL;CAJAMARCA;AYACUCHO;HUANTA;CHACA;300
952258;NACIONAL;MADRE DE DIOS;AYACUCHO;HUANTA;CHACA;300
438477;NACIONAL;JUNIN;AYACUCHO;HUANTA;CHACA;300
358796;NACIONAL;LORETO;AYACUCHO;HUANTA;CHACA;300
232731;NACIONAL;APURIMAC;AYACUCHO;LA MAR;SAN MIGUEL;300
261402;NACIONAL;CALLAO;AYACUCHO;LA MAR;SAN MIGUEL;300
641982;NACIONAL;PIURA;AYACUCHO;LA MAR;SAN MIGUEL;300
873243;NACIONAL;PASCO;AYACUCHO;LA MAR;SAN MIGUEL;300
527674;NACIONAL;TACNA;AYACUCHO;LA MAR;SAN MIGUEL;300
846106;NACIONAL;PIURA;AYACUCHO;LA MAR;SAN MIGUEL;300
541633;NACIONAL;LIMA PROVINCIAS;AYACUCHO;LA MAR;SAN MIGUEL;300
139888;NACIONAL;PASCO;AYACUCHO;LA MAR;ANCO;300
749197;NACIONAL;PASCO;AYACUCHO;LA MAR;AYNA;300
370018;NACIONAL;TACNA;AYACUCHO;LA MAR;AYNA;300
292893;NACIONAL;PUNO;AYACUCHO;LA MAR;AYNA;300
262741;NACIONAL;UCAYALI;AYACUCHO;LA MAR;AYNA;300
903854;NACIONAL;TACNA;AYACUCHO;LA MAR;CHILCAS;300
196996;NACIONAL;MADRE DE DIOS;AYACUCHO;LA MAR;CHILCAS;300
512437;NACIONAL;MOQUEGUA;AYACUCHO;LA MAR;CHILCAS;300
298094;NACIONAL;PASCO;AYACUCHO;LA MAR;CHILCAS;300
895702;NACIONAL;JUNIN;AYACUCHO;LA MAR;CHILCAS;300
207403;NACIONAL;CALLAO;AYACUCHO;LA MAR;CHILCAS;300
787275;NACIONAL;TACNA;AYACUCHO;LA MAR;CHILCAS;300
308868;NACIONAL;AMAZONAS;AYACUCHO;LA MAR;CHUNGUI;300
974690;NACIONAL;LA LIBERTAD;AYACUCHO;LA MAR;CHUNGUI;300
668439;NACIONAL;AREQUIPA;AYACUCHO;LA MAR;CHUNGUI;300
165854;NACIONAL;PIURA;AYACUCHO;LA MAR;CHUNGUI;300
781895;NACIONAL;CALLAO;AYACUCHO;LA MAR;CHUNGUI;300
593779;NACIONAL;UCAYALI;AYACUCHO;LA MAR;LUIS CARRANZA;300
222528;NACIONAL;AYACUCHO;AYACUCHO;LA MAR;LUIS CARRANZA;300
787296;NACIONAL;LORETO;AYACUCHO;LA MAR;LUIS CARRANZA;300
477063;NACIONAL;UCAYALI;AYACUCHO;LA MAR;SANTA ROSA;300
748867;NACIONAL;AMAZONAS;AYACUCHO;LA MAR;SANTA ROSA;300
884999;NACIONAL;CALLAO;AYACUCHO;LA MAR;SANTA ROSA;300
309058;NACIONAL;LORETO;AYACUCHO;LA MAR;SANTA ROSA;300
855702;NACIONAL;PIURA;AYACUCHO;LA MAR;TAMBO;300
288159;NACIONAL;HUANCAVELICA;AYACUCHO;LA MAR;TAMBO;300
464778;NACIONAL;UCAYALI;AYACUCHO;LA MAR;TAMBO;300
889322;NACIONAL;ANCASH;AYACUCHO;LA MAR;TAMBO;300
438861;NACIONAL;APURIMAC;AYACUCHO;LA MAR;TAMBO;300
513063;NACIONAL;AREQUIPA;AYACUCHO;LA MAR;TAMBO;300
864489;NACIONAL;LA LIBERTAD;AYACUCHO;LA MAR;SAMUGARI;300
783048;NACIONAL;APURIMAC;AYACUCHO;LA MAR;SAMUGARI;300
726680;NACIONAL;PIURA;AYACUCHO;LA MAR;ANCHIHUAY;300
176565;NACIONAL;LA LIBERTAD;AYACUCHO;LA MAR;ORONCCOY;300
265302;NACIONAL;TUMBES;AYACUCHO;LA MAR;ORONCCOY;300
558357;NACIONAL;CAJAMARCA;AYACUCHO;LA MAR;ORONCCOY;300
286695;NACIONAL;PIURA;AYACUCHO;LA MAR;ORONCCOY;300
577769;NACIONAL;CALLAO;AYACUCHO;LUCANAS;PUQUIO;300
497663;NACIONAL;CALLAO;AYACUCHO;LUCANAS;PUQUIO;300
743424;NACIONAL;LIMA METROPOLITANA;AYACUCHO;LUCANAS;PUQUIO;300
231841;NACIONAL;PIURA;AYACUCHO;LUCANAS;PUQUIO;300
226380;NACIONAL;MADRE DE DIOS;AYACUCHO;LUCANAS;PUQUIO;300
390493;NACIONAL;MADRE DE DIOS;AYACUCHO;LUCANAS;PUQUIO;300
301064;NACIONAL;JUNIN;AYACUCHO;LUCANAS;AUCARA;300
529143;NACIONAL;UCAYALI;AYACUCHO;LUCANAS;CABANA;300
230327;NACIONAL;MADRE DE DIOS;AYACUCHO;LUCANAS;CABANA;300
943451;NACIONAL;HUANUCO;AYACUCHO;LUCANAS;CABANA;300
516285;NACIONAL;AMAZONAS;AYACUCHO;LUCANAS;CABANA;300
199206;NACIONAL;MADRE DE DIOS;AYACUCHO;LUCANAS;CABANA;300
505790;NACIONAL;CALLAO;AYACUCHO;LUCANAS;CARMEN SALCEDO;300
791525;NACIONAL;APURIMAC;AYACUCHO;LUCANAS;CHAVIÑA;300
421040;NACIONAL;PIURA;AYACUCHO;LUCANAS;CHAVIÑA;300
800634;NACIONAL;LIMA PROVINCIAS;AYACUCHO;LUCANAS;CHAVIÑA;300
188202;NACIONAL;LIMA PROVINCIAS;AYACUCHO;LUCANAS;CHAVIÑA;300
909565;NACIONAL;CALLAO;AYACUCHO;LUCANAS;CHAVIÑA;300
599529;NACIONAL;HUANUCO;AYACUCHO;LUCANAS;CHIPAO;300
194017;NACIONAL;LIMA METROPOLITANA;AYACUCHO;LUCANAS;CHIPAO;300
966112;NACIONAL;LIMA PROVINCIAS;AYACUCHO;LUCANAS;CHIPAO;300
422393;NACIONAL;PIURA;AYACUCHO;LUCANAS;CHIPAO;300
274984;NACIONAL;HUANCAVELICA;AYACUCHO;LUCANAS;CHIPAO;300
113447;NACIONAL;MOQUEGUA;AYACUCHO;LUCANAS;CHIPAO;300
237428;NACIONAL;LIMA PROVINCIAS;AYACUCHO;LUCANAS;CHIPAO;300
576886;NACIONAL;LIMA PROVINCIAS;AYACUCHO;LUCANAS;HUAC-HUAS;300
703549;NACIONAL;AMAZONAS;AYACUCHO;LUCANAS;HUAC-HUAS;300
800846;NACIONAL;TUMBES;AYACUCHO;LUCANAS;LARAMATE;300
854860;NACIONAL;SAN MARTIN;AYACUCHO;LUCANAS;LARAMATE;300
544657;NACIONAL;CAJAMARCA;AYACUCHO;LUCANAS;LEONCIO PRADO;300
875162;NACIONAL;APURIMAC;AYACUCHO;LUCANAS;LEONCIO PRADO;300
485488;NACIONAL;HUANUCO;AYACUCHO;LUCANAS;LEONCIO PRADO;300
828718;NACIONAL;PIURA;AYACUCHO;LUCANAS;LEONCIO PRADO;300
488042;NACIONAL;CAJAMARCA;AYACUCHO;LUCANAS;LEONCIO PRADO;300
797918;NACIONAL;APURIMAC;AYACUCHO;LUCANAS;LEONCIO PRADO;300
681845;NACIONAL;AYACUCHO;AYACUCHO;LUCANAS;LLAUTA;300
916750;NACIONAL;SAN MARTIN;AYACUCHO;LUCANAS;LLAUTA;300
644207;NACIONAL;AREQUIPA;AYACUCHO;LUCANAS;LLAUTA;300
485723;NACIONAL;CALLAO;AYACUCHO;LUCANAS;LLAUTA;300
936622;NACIONAL;PUNO;AYACUCHO;LUCANAS;LLAUTA;300
281681;NACIONAL;TACNA;AYACUCHO;LUCANAS;LLAUTA;300
346857;NACIONAL;SAN MARTIN;AYACUCHO;LUCANAS;LLAUTA;300
772703;NACIONAL;ANCASH;AYACUCHO;LUCANAS;LUCANAS;300
